title,artist,genre,released_year,song_key,bpm,camelot,Instrumental_type,ranked
My Oh My,Camila Cabello,Pop,2019,A-Flat Major,105,4B,No
Good As Hell,Lizzo,Pop,2016,C Minor,96,5A,No
Carry On,Kygo,Dance Pop,2019,A Minor,122,8A,No
If I Ain'T Got You,Alicia Keys,Pop,2003,G Major,118,9B,No
Cha Cha Slide <Platinum Band Mix>,Dj Casper,Pop,2004,F-Sharp Major,122,2B,No
You Should See Me In A Crown,Billie Eilish,Pop,2019,E Major,150,12B,No
Melody <Angemi Remix>,Lost Frequencies,Dance Pop,2018,C Major,128,8B,No
Party Favor,Billie Eilish,Pop,2017,C Major,130,8B,No
Do You Miss Me Much <Wookie Remix>,Craig David,Dance Pop,2019,B Minor,131,10A,No
Sue Me,Sabrina Carpenter,Pop,2018,F-Sharp Major,157,2B,No
Beam <Dannic Mix>,Mako,Edm/Pop,2014,B Minor,128,10A,No
Hurts Like Hell,Madison Beer,Pop,2018,D-Flat Minor,75,12A,No
Mama,Clean Bandit,Edm/Pop,2018,D-Flat Minor,102,12A,No
Timebomb <Sonny Alven Remix>,Tove Lo,Edm/Pop,2015,C Major,124,8B,No
When I'M Gone,3 Doors Down,Rock,2002,G Major,74,9B,No
Locked Out Of Heaven,Bruno Mars,Pop,2012,F Major,144,7B,No
Fancy,Iggy Azalea,Pop,2014,B-Flat Minor,95,3A,No
No Idea,Don Toliver,Hip Hop,2019,F-Sharp Minor,128,11A,No
Arcadia <Original Mix>,Hardwell,Edm,2014,F-Sharp Minor,130,11A,No
Roses,The Chainsmokers,Dance Pop,2015,E Major,100,12B,No
My Oh My,Aqua,Dance Pop,1997,D Minor,133,7A,No
Don'T Wanna Know <Ryan Riback Remix>,Maroon 5,Edm/Pop,2016,D Major,103,10B,No
South Of The Border <Sam Feldt Remix>,Ed Sheeran,Dance Pop,2019,F Major,110,7B,No
Somebody That I Used To Know,Aztx,Dance/Edm,2019,F Minor,125,4A,No
Boom,X Ambassadors,Edm/Pop,2019,B Minor,108,10A,No
Up & Down,Vengaboys,Dance Pop,2000,F-Sharp Major,136,2B,No
6:00 Am,J Balvin,Pop,2013,F Minor,176,4A,No
Don'T Start Now <Kungs Remix>,Dua Lipa,Dance Pop,2019,B Minor,122,10A,No
Summer Fade,Snakehips,Dance Pop,2019,B-Flat Major,180,6B,No
Millionaire,Cash Cash,Pop,2016,F Major,100,7B,No
All Of Me,John Legend,Pop,2013,A-Flat Major,120,4B,No
Rise,Jonas Blue,Edm/Pop,2018,D-Flat Major,106,3B,No
Hey Hey Hey,Katy Perry,Pop,2017,A Major,134,11B,No
Family,The Chainsmokers,Edm/Pop,2019,B Major,118,1B,No
Say My Name <Lucas & Steve Remix>,David Guetta,Dance Pop,2018,B-Flat Minor,120,3A,No
Told You Once,Foxa,Dance/Edm,2019,E-Flat Minor,128,2A,No
Who Says,Selena Gomez & The Scene,Pop,2011,E Major,101,12B,No
Connection,One Republic,Edm/Pop,2018,F Major,168,7B,No
Unstoppable,The Him,Edm,2019,A-Flat Minor,124,1A,No
Tired <Kygo Remix>,Alan Walker,Tropical,2017,D Major,124,10B,No
Sweet Escape,Alesso,Edm,2015,D Major,126,10B,No
Peace Of Mind,Boston,Classic Rock,1976,E Major,128,12B,No
Just Wanna Be With You,High School Musical Cast,Pop,2008,D Minor,102,7A,No
Heaven,Alex Adair,Tropical,2015,C Major,122,8B,No
Bye Bye,Gryffin,Edm/Pop,2018,E Major,148,12B,No
Rather Be,Clean Bandit,Pop,2014,B Major,121,1B,No
Surrender,Cash Cash,Edm/Pop,2014,D-Flat Major,128,3B,No
Marvin Gaye,Charlie Puth,Edm/Pop,2016,D-Flat Minor,110,12A,No
Hymn For The Weekend,Coldplay,Edm/Pop,2015,C Minor,90,5A,No
Hey Baby,Pitbull,Edm/Pop,2011,B-Flat Minor,128,3A,No
I Will Let You Dow,Madison Mars,Dance Pop,2019,C Minor,126,5A,No
I Can See,Mac Miller,Hip Hop,2020,F Minor,115,4A,No
Runaway,Pierce Fulton,Edm,2014,G Major,128,9B,No
Solo Dance,Martin Jensen,Dance Pop,2016,A Major,115,11B,No
Body On Me,Rita Ora,Pop,2015,B Minor,89,10A,No
History,Olivia Holt,Pop,2016,D-Flat Major,101,3B,No
Treat You Better,Shawn Mendes,Pop,2017,B-Flat Minor,83,3A,No
Wild Wild Son,Armin Van Buuren,Dance Pop,2018,E-Flat Major,136,5B,No
Big Girls Don'T Cry,Fergie,Pop,2006,G Major,113,9B,No
Hero,Christopher Wilde,Pop,2010,E-Flat Major,186,5B,No
Now Or Never,Halsey,Hip Hop/Pop,2017,F-Sharp Minor,110,11A,No
Go To Sleep,John De Sohn,Dance/Edm,2018,G Major,114,9B,No
Set Me Free,Diplo,Edm/Pop,2015,F Minor,150,4A,No
Keep Moving,Sultan & Shepard,Edm,2019,F Major,124,7B,No
Something New,Axwell & Ingrosso,Dance Pop,2015,B Major,130,1B,No
Perfect Strangers,Jonas Blue,Edm/Pop,2018,D-Flat Major,118,3B,No
All The Time,Zara Larsson,Dance Pop,2019,F-Sharp Minor,102,11A,No
Swish Swish,Katy Perry,Pop,2017,F Minor,120,4A,No
Pon De Replay,Rihanna,Pop,2005,G Major,99,9B,No
Look Back At It,A Boogie Wit Da Hoodie,Pop,2018,E-Flat Minor,96,2A,No
Better Off Without You,Becky Hill,Dance Pop,2020,G Major,124,9B,No
Thotiana,Blueface,Pop,2018,B-Flat Minor,104,3A,No
Boom Boom Pow,The Black Eyed Peas,Pop,2009,A Major,130,11B,No
Can We Pretend,Pink,Dance Pop,2019,D-Flat Minor,115,12A,No
Don'T Worry <Matoma Remix>,Madcon,Edm/Pop,2015,C Major,123,8B,No
Good Feeling,Flo Rida,Pop,2011,D-Flat Minor,128,12A,No
Ocean (Feat. Khalid),Martin Garrix,Edm/Pop,2018,C Minor,140,5A,No
Rivers,Thomas Jack,Tropical,2015,C Minor,122,5A,No
Up,Olly Murs,Pop,2014,A Major,115,11B,No
I Miss Myself <R3Hab Remix>,Notd & Hrvy,Dance Pop,2019,C Major,123,8B,No
Flares,The Script,Pop,2014,C Minor,164,5A,No
Post Malone <Vize Remix>,Sam Feldt,Dance/Edm,2019,G Major,124,9B,No
Lullaby <Calvo Remix>,Sigala,Dance/Edm,2018,F Minor,126,4A,No
Perfect Strangers <Pedro Carrilho Remix>,Jonas Blue,Edm/Pop,2016,B-Flat Minor,126,3A,No
Mama <Tiesto Dance/Edm Remix>,Clean Bandit,Dance Pop,2019,D-Flat Minor,126,12A,No
Baby One More Time,Britney Spears,Dance Pop,1999,C Minor,93,5A,No
Rise Up,Imagine Dragons,Edm/Pop,2017,A-Flat Major,94,4B,No
Ritual,Tiesto,Dance Pop,2019,E-Flat Minor,115,2A,No
Perfect <Lum!X Remix>,Lucas & Steve,Dance/Edm,2019,F-Sharp Major,128,2B,No
Bump,Baby Blue,Pop,2017,A-Flat Minor,98,1A,No
Colors,Hardwell,Edm/Pop,2015,D Major,128,10B,No
Promises <David Guetta Remix>,Calvin Harris & Sam Smith,Dance Pop,2018,E-Flat Minor,125,2A,No
We R Who We R,Kesha,Pop,2010,A-Flat Major,120,4B,No
Polaroid <R3Hab Remix>,Jonas Blue,Edm/Pop,2018,G Minor,126,6A,No
Demons,Imagine Dragons,Pop,2012,E-Flat Major,90,5B,No
Strong,Arno Cost,Edm,2014,F Minor,128,4A,No
Emily,Two Friends,Edm/Pop,2017,G Major,126,9B,No
Goodbye,Billie Eilish,Pop,2019,F-Sharp Minor,74,11A,No
Something Just Like This <Dimitri Vegas & Like Mike Remix>,The Chainsmokers,Edm,2017,B Minor,109,10A,No
There'S No Way <Alle Farben Remix>,Lauv,Dance Pop,2018,B Minor,126,10A,No
The Rhythm Of The Night,Corona,Dance Pop,2009,F Minor,128,4A,No
Ridin',Chamillionaire,Hip Hop,2005,A-Flat Minor,143,1A,No
Me Too,Meghan Trainor,Edm/Pop,2017,B Minor,124,10A,No
Think About You,Kygo,Dance Pop,2019,B-Flat Major,124,6B,No
Move On,Mike Posner,Edm/Pop,2019,D Major,102,10B,No
Rumors,Lindsay Lohan,Pop,2004,B-Flat Minor,115,3A,No
Old Town Road <Diplo Remix>,Lil Nas X,Dance Pop,2019,F-Sharp Major,140,2B,No
Came Here For Love,Sigala,Dance Pop,2017,F-Sharp Major,125,2B,No
Push It To The Limit,Corbin Bleu,Pop,2007,F Minor,126,4A,No
Sixteen <Don Diablo Remix>,Ellie Goulding,Edm/Pop,2019,F Minor,123,4A,No
Blue <Sound Of Legend Edit>,Sound Of Legend,Edm,2016,G Minor,128,6A,No
Faded,John De Sohn,Dance Pop,2019,E Major,150,12B,No
Live Your Life,Ti,Hip Hop/Pop,2008,B Minor,160,10A,No
Adicto,Tainy,Pop,2019,B-Flat Minor,80,3A,No
Just Can'T Get Enough,The Black Eyed Peas,Edm/Pop,2010,C Minor,94,5A,No
King Of The Doves,Mating Ritual,Pop,2019,A Minor,120,8A,No
You Remind Me,Gryffin,Edm/Pop,2018,E-Flat Minor,129,2A,No
Hate Me <R3Hab Remix>,Ellie Goulding,Dance Pop,2019,A-Flat Major,123,4B,No
Remember,Gryffin & Zohara,Dance Pop,2018,B Minor,123,10A,No
Are You With Me <Dash Berlin Edit>,Lost Frequencies,Edm/Pop,2015,A-Flat Major,128,4B,No
California Love,2Pac,Hip Hop,1998,G Major,92,9B,No
Lover <Remix>,Taylor Swift,Dance Pop,2019,G Major,205,9B,No
Cutting Shapes,Don Diablo,Edm/Pop,2017,A Minor,126,8A,No
Too Little Too Late,Jojo,Pop,2018,F-Sharp Minor,83,11A,No
Never Be Alone,David Guetta,Dance Pop,2019,F-Sharp Minor,126,11A,No
Mean It,Lauv,Pop,2019,G Major,96,9B,No
My Way,Ava Max,Pop,2018,A Minor,100,8A,No
Speechless,Dan & Shay,Dance Pop,2018,D-Flat Major,136,3B,No
Grip,Seeb,Pop,2018,E Major,138,12B,No
Tired - Steerner & Tobu Remix,Alan Walker,Edm,2017,D Major,128,10B,No
Ride Wit Me,Nelly,Hip Hop,2000,G Major,102,9B,No
Reality,Lost Frequencies,Edm/Pop,2015,A Major,122,11B,No
We Got It All,Sick Individuals,Dance/Edm,2019,E Major,108,12B,No
Everything She Wants,Wham,Classic Rock,1984,F-Sharp Minor,115,11A,No
Takeaway,The Chainsmokers,Pop,2019,E-Flat Major,100,5B,No
Carry Me,Kygo,Tropical,2016,G Major,105,9B,No
Photograph,Ed Sheeran,Edm/Pop,2013,E Major,108,12B,No
Cruise,Kygo,Tropical,2017,G Major,110,9B,No
Summer Air,Hardwell,Dance Pop,2019,E Major,126,12B,No
Again,Fetty Wap,Hip Hop,2015,B Minor,93,10A,No
Only One <Brookes Brothers Remix>,Sigala,Pop,2017,G Major,174,9B,No
One Touch,Jess Glynne,Dance Pop,2018,C Minor,124,5A,No
Be Alright,Dean Lewis,Pop,2018,B Major,127,1B,No
Big Plans,Why Don'T We,Pop,2019,B Major,75,1B,No
Sos <Laidback Luke Tribute Remix>,Avicii,Dance Pop,2019,F Minor,124,4A,No
Halfway There,Tiesto,Dance Pop,2019,C Major,128,8B,No
Cross Me <M22 Remix>,Ed Sheeran,Dance Pop,2019,F-Sharp Major,122,2B,No
Highest In The Room,Travis Scott,Pop,2019,G Minor,76,6A,No
Scared To Be Lonely,Martin Garrix,Dance Pop,2017,D-Flat Minor,138,12A,No
Thank U Next,Ariana Grande,Pop,2019,D-Flat Major,107,3B,No
The Sign,Ace Of Base,Dance Pop,2008,E Minor,97,9A,No
Take Me To Church,Hozier,Pop,2014,E Minor,129,9A,No
Say So,Doja Cat,Pop,2019,B Minor,111,10A,No
Pon De Replay,Ed Marquis,Dance Pop,2017,F-Sharp Minor,104,11A,No
Setting Fires <Blasterjaxx Remix>,The Chainsmokers,Edm,2016,G Minor,128,6A,No
Whenever,Kris Kross Amsterdam,Dance Pop,2018,G Major,110,9B,No
Roses Are Red,Aqua,Dance Pop,2009,C Minor,140,5A,No
I Miss You,Blink 184,Pop,2003,B Major,110,1B,No
Aftershock,Cash Cash,Edm/Pop,2016,A-Flat Major,129,4B,No
Better With You,3Lau,Dance Pop,2019,E-Flat Major,102,5B,No
Stressed Out,Twenty One Pilots,Edm/Pop,2015,E Minor,170,9A,No
Nice To Meet Ya,Niall Horan,Dance Pop,2019,E Minor,109,9A,No
Want You Back <Tritonal Remix>,8 Seconds Of Summer,Edm/Pop,2018,C Major,98,8B,No
No One <Jonas Blue Remix>,Jess Glynne,Dance Pop,2019,B Minor,124,10A,No
All Around The World <Marnik Remix>,R3Hab,Dance Pop,2019,A Minor,135,8A,No
Timber,Pitbull,Pop,2012,B Major,130,1B,No
No Lie,Sean Paul,Edm/Pop,2016,G Major,102,9B,No
Hunter,Galantis,Edm/Pop,2017,G Major,100,9B,No
Ain'T Nobody,Felix Jaehn,Tropical,2018,D Minor,118,7A,No
Heaven Can Wait <The Aston Shuffle Remix>,Sia,Dance Pop,2019,F Major,122,7B,No
Fantasy <Felix Jaehn Remix>,Alina Baraz,Tropical,2015,E Minor,123,9A,No
Ilysb,Lany,Pop,2015,F Major,100,7B,No
Like Home,Nicky Romero,Edm,2013,D Minor,128,7A,No
Tear In My Heart,Twenty One Pilots,Edm/Pop,2015,D Major,120,10B,No
I Bet My Life <Alex Adair Remix>,Imagine Dragons,Tropical,2015,D-Flat Major,117,3B,No
Whistle,Flo Rida,Pop,2012,C Major,104,8B,No
Kryptonite,3 Doors Down,Classic Rock,2007,B Minor,99,10A,No
Unforgettable,French Montana,Edm/Pop,2017,F-Sharp Major,98,2B,No
The Beat,Mike Williams,Dance Pop,2018,G Minor,128,6A,No
Final Masquerade,Linkin Park,Edm/Pop,2014,E-Flat Major,164,5B,No
Silence <Tiesto Dance/Edm Remix>,Marshmello,Edm,2017,D-Flat Minor,130,12A,No
No Way Out,Vicetone,Pop,2015,C Minor,126,5A,No
Better Runaway <Erlandsson Remix>,Hogland,Dance/Edm,2018,B Major,128,1B,No
Let Me Hold You,Cheat Codes & Dante Klein,Edm/Pop,2016,D-Flat Minor,103,12A,No
Yellow,Coldplay,Rock,2000,B Major,173,1B,No
Peanut Butter Jelly,Galantis,Pop,2015,F Minor,128,4A,No
Tokyo Drifting,Glass Animals,Pop,2019,A-Flat Minor,129,1A,No
Congratulations,Post Malone,Edm/Pop,2016,F-Sharp Major,123,2B,No
Should I Stay Or Should I Go ,The Clash,Classic Rock,1982,D Major,113,10B,No
X,Nicky Jam,Tropical,2018,A Minor,180,8A,No
Hungry Like The Wolf,Duran Duran,Hard Classic Rock,1982,C Major,128,8B,No
Hear Me Now,Alok,Edm/Pop,2016,B Major,122,1B,No
Sex On Fire,Kings Of Leon,Classic Rock,2008,A Major,154,11B,No
I Wanna Know <Alesso & Deniz Koyu Remix>,Alesso,Edm/Pop,2016,D Major,125,10B,No
Fast Car <Club Mix>,Jonas Blue,Edm/Pop,2016,A Major,124,11B,No
Scared To Be Lonely <Brooks Remix>,Martin Garrix,Dance/Edm,2017,D-Flat Minor,128,12A,No
The Lazy Song,Bruno Mars,Pop,2010,B Major,175,1B,No
Drop To The Floor,Hardwell,Edm,2019,D Major,128,10B,No
Collide,Vicetone,Edm,2017,A Minor,124,8A,No
We Don'T Talk Anymore,Charlie Puth,Hip Hop/Pop,2016,D-Flat Minor,100,12A,No
Fight Song,Rachel Platten,Pop,2016,G Major,176,9B,No
Recognise,Lost Frequencies,Dance Pop,2019,B-Flat Minor,106,3A,No
Crazy,Britney Spears,Dance Pop,1999,A-Flat Major,104,4B,No
Day 'N' Nite,Kid Cudi,Pop,2008,B Minor,130,10A,No
This Feeling <Tim Gunter Remix>,The Chainsmokers,Edm/Pop,2018,B-Flat Minor,105,3A,No
Lonely,Too Many Left Hands,Dance/Edm,2019,F-Sharp Minor,110,11A,No
Everybody Talks,Neon Trees,Pop,2012,A-Flat Major,155,4B,No
The Cure,Lady Gaga,Pop,2017,A-Flat Major,100,4B,No
Thinking Out Loud,Ed Sheeran,Edm/Pop,2014,D Major,79,10B,No
Miss Independent,Neyo,Pop,2008,D-Flat Major,172,3B,No
God Is A Dancer <Toby Green Remix>,Tiesto,Edm,2019,D-Flat Minor,124,12A,No
Uptown Funk,Mark Ronson & Bruno Mars,Pop,2015,C Major,115,8B,No
Bailando,Enrique Iglesias,Pop,2014,G Major,91,9B,No
How Long,Charlie Puth,Edm/Pop,2017,D-Flat Minor,110,12A,No
Sweet Caroline,Neil Diamond,Pop,1987,B Major,63,1B,No
Fuck I'M Lonely,Lauv & Anne Marie,Pop,2019,A Major,95,11B,No
Rise,David Guetta,Edm/Pop,2014,E-Flat Minor,130,2A,No
Who'S Laughing Now,Jessie J,Pop,2011,D-Flat Major,100,3B,No
Happier <Breathe Carolina Remix>,Marshmello,Dance Pop,2018,C Major,126,8B,No
Stay With Me,Sam Smith,Pop,2015,C Major,85,8B,No
Make It Right,Bts,Pop,2019,G Major,98,9B,No
American Teen,Khalid,Tropical,2017,C Major,100,8B,No
Dreamer,Thomas Gold,Tropical,2017,B-Flat Minor,96,3A,No
Perfect,Lucas & Steve,Edm/Pop,2019,F-Sharp Major,118,2B,No
Highway To Hell,Ac/Dc,Classic Rock,1979,F-Sharp Minor,116,11A,No
Wild Things,Alessia Cara,Pop,2015,D-Flat Minor,108,12A,No
Particula,Major Lazer,Edm/Pop,2017,A-Flat Major,100,4B,No
Cool For The Summer,Demi Lovato,Pop,2015,F Minor,114,4A,No
Kids In Love <Don Diablo Remix>,Kygo,Dance/Edm,2018,A Minor,126,8A,No
Barbie Girl,Aqua,Dance Pop,2009,D-Flat Minor,130,12A,No
Shine <Matoma Remix>,Felix Jaehn,Tropical,2014,C Minor,116,5A,No
Ride,Twenty One Pilots,Edm/Pop,2015,F-Sharp Major,75,2B,No
Tip Toe,Jason Derulo,Hip Hop/Pop,2017,B-Flat Minor,98,3A,No
Old Town Road <Remix>,Lil Nas X & Billy Ray Cyrus,Pop,2019,F-Sharp Major,136,2B,No
Honest <Gil Glaze Remix>,The Chainsmokers,Dance/Edm,2017,C Minor,120,5A,No
Like I'M Gonna Lose You,Meghan Trainor,Pop,2015,C Major,108,8B,No
Congratulations <Remix>,Post Malone,Hip Hop,2017,B-Flat Minor,123,3A,No
Magic In The Hamptons,Social House,Hip Hop/Pop,2018,D-Flat Major,96,3B,No
Introducing Me,Nick Jonas,Pop,2010,B Major,113,1B,No
Why Do You Love Me,Charlotte Lawrence,Pop,2019,A-Flat Minor,120,1A,No
We Can'T Stop,Miley Cyrus,Pop,2013,D-Flat Minor,80,12A,No
Playing Games,Summer Walker,Pop,2019,B Minor,116,10A,No
Sicko Mode,Travis Scott,Pop,2018,A-Flat Major,155,4B,No
Kissing Other People,Lennon Stella,Pop,2019,D Major,94,10B,No
Sos (Feat. Aloe Blacc),Avicii,Edm/Pop,2019,F Minor,100,4A,No
We Like To Party,Showtek,Dance/Edm,2014,B Minor,128,10A,No
Sweet Dreams,La Bouche,Dance Pop,2007,B Minor,134,10A,No
Dear No One,Tori Kelly,Pop,2013,F-Sharp Major,168,2B,No
10000 Hours,Dan & Shay,Pop,2019,B-Flat Major,90,6B,No
Walk Thru Fire,Vicetone,Edm,2018,F Major,116,7B,No
Only Want You <Sam Feldt Remix>,Rita Ora,Dance Pop,2019,A Major,106,11B,No
Colors <Audien Remix>,Halsey,Edm/Pop,2016,D-Flat Major,135,3B,No
Slow Dance <Sam Feldt Remix>,Aj Mitchell,Pop,2019,D-Flat Major,124,3B,No
Fml,Arizona Zervas,Edm/Pop,2018,D Minor,100,7A,No
Shallow,Lady Gaga,Hip Hop/Pop,2018,G Major,96,9B,No
Walk This Way,Aerosmith,Classic Rock,1980,F Major,109,7B,No
Tremor,Dimitri Vegas & Like Mike,Edm,2014,F-Sharp Minor,128,11A,No
Wrecking Ball,Miley Cyrus,Edm/Pop,2013,F Major,120,7B,No
Lonely Together <Dj Licious Remix>,Avicii,Edm/Pop,2017,F Major,120,7B,No
Hurtin' Me,Stefflon Don,Edm/Pop,2017,C Major,204,8B,No
Youngblood <R3Hab Remix>,9 Seconds Of Summer,Edm/Pop,2018,G Minor,142,6A,No
Used To Love <Swacq Remix>,Martin Garrix & Dean Lewis,Edm,2019,E Major,125,12B,No
Heaven Can Wait,Sia,Dance Pop,2019,G Minor,168,6A,No
Ghostin,Ariana Grande,Pop,2019,A Major,104,11B,No
Hate How Much I Love You,Conor Maynard,Pop,2019,C Major,105,8B,No
Colors,Tritonal,Edm/Pop,2014,C Minor,126,5A,No
Wave <Arkadi Remix>,Meghan Trainor,Edm/Pop,2019,F Major,128,7B,No
The Light Is Coming,Ariana Grande,Pop,2018,F-Sharp Minor,99,11A,No
Daydreams,Arty,Dance/Edm,2019,D-Flat Major,128,3B,No
Instagram <R3Hab Remix>,Dimitri Vegas & Like Mike,Dance/Edm,2019,D-Flat Minor,123,12A,No
Come Clean,Hilary Duff,Pop,2003,A-Flat Minor,118,1A,No
Counting Stars,One Republic,Dance Pop,2013,D-Flat Minor,122,12A,No
Love Me Less,Max,Pop,2019,B Minor,145,10A,No
Cool,Alesso,Edm,2015,F-Sharp Minor,128,11A,No
Ride It,Regard,Pop,2019,G Minor,118,6A,No
Dancing On My Own,Calum Scott,Pop,2016,D-Flat Major,113,3B,No
Callaita,Bad Bunny,Pop,2019,D Major,176,10B,No
We Don'T Talk Anymore <Junge Junge Remix>,Charlie Puth,Edm/Pop,2016,D-Flat Minor,118,12A,No
A Lot,21 Savage,Pop,2018,D-Flat Major,146,3B,No
Here Comes The Sun,Campsite Dream,Dance Pop,2019,A Major,121,11B,No
Rise Up,Thomas Jack,Tropical,2016,E Minor,114,9A,No
Till The End,Swanky Tunes,Pop,2016,E Major,108,12B,No
Jolene,Dolly Parton,Classic Pop,1974,D-Flat Minor,111,12A,No
None Of My Business,Cher Lloyd,Pop,2018,D Minor,134,7A,No
In The Name Of Love <The Him Remix>,Martin Garrix,Edm/Pop,2016,G Major,125,9B,No
You Shook Me All Night Long,Ac/Dc,Classic Rock,1980,G Major,127,9B,No
I Don'T Like It I Love It,Flo Rida,Edm/Pop,2015,A Minor,118,8A,No
Hold On Tight,Sterkol,Dance/Edm,2019,C Major,128,8B,No
No Place,Backstreet Boys,Edm/Pop,2019,E-Flat Major,92,5B,No
Nuh Ready Nuh Ready,Calvin Harris,Edm/Pop,2018,D-Flat Minor,116,12A,No
Mr. Vain,Culture Beat,Dance Pop,1993,A Minor,133,8A,No
Apache,The Sugarhill Gang,Pop,1981,G Major,115,9B,No
Bad Liar,Imagine Dragons,Hip Hop/Pop,2018,E-Flat Major,178,5B,No
Jealous,Nick Jonas,Edm/Pop,2015,B Minor,93,10A,No
All We Know,The Chainsmokers,Edm/Pop,2016,C Major,90,8B,No
Blame It On Your Love,Charli Xcx,Pop,2019,F Major,100,7B,No
Over You,Daughtry,Rock,2006,E-Flat Major,156,5B,No
Show Me Love <Festival Mix>,Michael Mind Project,Dance/Edm,2014,D Minor,130,7A,No
Nice To Meet Ya <Diplo Remix>,Niall Horan,Edm/Pop,2019,B Minor,125,10A,No
Let Me Down Slowly,Alec Benjamin,Pop,2018,D-Flat Minor,150,12A,No
Instagram <Trobi Remix>,Dimitri Vegas & Like Mike,Dance Pop,2019,D-Flat Minor,124,12A,No
Follow God,Kanye West,Pop,2019,D-Flat Major,180,3B,No
American Pie,Don Mclean,Classic Rock,1988,G Major,138,9B,No
One Kiss <Jauz Remix>,Calvin Harris & Dua Lipa,Edm/Pop,2018,C Major,124,8B,No
No Money <Dillon Francis Remix>,Galantis,Edm/Pop,2016,D Major,128,10B,No
Try,Lost Kings,Dance Pop,2019,G Minor,200,6A,No
Satisfaction,The Rolling Stones,Classic Rock,1965,D Major,136,10B,No
Hey Ya!,Outkast,Pop,2003,E Minor,80,9A,No
Don'T Give Up On Me,Andy Grammer,Dance Pop,2019,E-Flat Major,121,5B,No
Lights Up,Harry Styles,Pop,2019,E-Flat Minor,102,2A,No
Cross My Heart,Hogland,Dance Pop,2019,E-Flat Major,126,5B,No
I Like Me Better,Lauv,Pop,2018,A Major,92,11B,No
Lane Boy,Twenty One Pilots,Edm/Pop,2015,G Major,160,9B,No
It'S The End Of The World As We Know It,Rem,Rock,1987,G Major,206,9B,No
Slow Down,Selena Gomez,Pop,2013,D-Flat Minor,128,12A,No
One Last Time,Ariana Grande,Dance Pop,2014,A-Flat Major,125,4B,No
Twenty One,Greyson Chance,Edm/Pop,2018,F Minor,94,4A,No
Malibu <Alan Walker Remix>,Miley Cyrus,Edm/Pop,2017,A-Flat Major,140,4B,No
Believe,Thomas Gold,Edm,2015,F-Sharp Major,128,2B,No
Shameless,Camila Cabello,Pop,2019,E Minor,130,9A,No
Fire Burning,Sean Kingston,Pop,2009,D-Flat Major,123,3B,No
Never Really Over <R3Hab Remix>,Katy Perry,Dance Pop,2019,F Minor,113,4A,No
Blue Sky <Michael Brun Remix>,Feenixpawl,Edm/Pop,2015,B Major,128,1B,No
Hero,Boys Like Girls,Pop,2006,C Major,164,8B,No
In My Place,Coldplay,Edm/Pop,2002,A Major,145,11B,No
Be As You Are,Mike Posner,Pop,2016,E Minor,145,9A,No
Young And Beautiful,Lana Del Rey,Pop,2013,B Minor,114,10A,No
Numb,Linkin Park,Rock,2003,A Major,110,11B,No
Dance To This,Troye Sivan,Pop,2018,B Major,117,1B,No
Never Be The Same,Tritonal,Dance/Edm,2019,E Major,128,12B,No
Everyday,Asap Classic Rocky,Edm/Pop,2015,E Major,150,12B,No
Mmm Yeah,Austin Mahone,Pop,2014,F-Sharp Minor,126,11A,No
Alone,Armin Van Buuren,Dance/Edm,2013,B-Flat Major,128,6B,No
White Iverson,Post Malone,Hip Hop,2015,G Major,130,9B,No
How Deep Is Your Love <Dj Snake Remix>,Calvin Harris,Edm/Pop,2015,A Major,150,11B,No
Jubel,Klingande,Tropical,2014,C Major,125,8B,No
Halo,Beyonce,Pop,2008,B Minor,80,10A,No
Into You,Ariana Grande,Edm/Pop,2016,A Major,108,11B,No
One Thing Right <Firebeatz Remix>,Marshmello,Dance Pop,2019,D-Flat Minor,126,12A,No
Carry Me Home,Kshmr,Dance Pop,2018,A Minor,128,8A,No
Don'T Leave Me Alone,David Guetta,Edm,2018,E Minor,128,9A,No
Whenever Wherever,Shakira,Pop,2001,D-Flat Minor,108,12A,No
Heading Home,Ludvigsson,Dance Pop,2019,E Major,122,12B,No
Boom Boom Boom Boom,Vengaboys,Dance Pop,1998,F-Sharp Minor,138,11A,No
Down,Blink 185,Pop,2003,B Major,94,1B,No
Call On Me <Ryan Riback Remix>,Starley,Pop,2016,C Major,105,8B,No
Blow That Smoke,Major Lazer,Edm/Pop,2018,F Minor,102,4A,No
Sandstorm,Darude,Dance/Edm,1999,B Minor,136,10A,No
Dynamite,Nicky Romero,Edm/Pop,2019,E Minor,128,9A,No
China,Anuel Aa,Dance Pop,2019,G Major,105,9B,No
Years,Alesso,Edm/Pop,2012,D Major,128,10B,No
Just Hold On <Two Friends Remix>,Steve Aoki,Edm/Pop,2017,B Major,102,1B,No
Heatwave,Robin Schulz,Edm/Pop,2015,G Minor,108,6A,No
Stay Young,Mike Perry,Dance Pop,2017,F Major,90,7B,No
Pompeii <Audien Remix>,Bastille,Edm/Pop,2014,A Major,128,11B,No
If The World Was Ending,Jp Saxe,Pop,2019,D-Flat Major,76,3B,No
Drag Me Down,One Direction,Pop,2015,C Minor,138,5A,No
Hurricane,Dzeko & Torres,Edm,2013,F-Sharp Minor,126,11A,No
Runaways,Sam Feldt,Pop,2016,B Major,120,1B,No
See You Again,Wiz Khalifa,Edm/Pop,2015,B-Flat Major,80,6B,No
Silence <Slushii Remix>,Marshmello,Edm/Pop,2017,C Major,150,8B,No
